NAME,CODE,IS_GROUP,CHILDREN,HIERARCHY,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL13,LEVEL14,LEVEL15,LEVEL16,LEVEL17,LEVEL18,LEVEL19,LEVEL20
Intermediate crops (non-SAF),INTER_CROP_NSAF,false,,ALL#AGS#CROP#INTER_CROP_NSAF,ALL,AGS,CROP,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF,INTER_CROP_NSAF
Chicken 817 (2.8-3.2),CHICKEN_817_28_32,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LCHK#CHICK#CHICKEN_817#CHICKEN_817_28_32,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LCHK,CHICK,CHICKEN_817,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32,CHICKEN_817_28_32
Hog (50 kg or more),HOG_GEQ_50KG,false,,ALL#AGS#BULK_AGS#LIVESTOCK#HOGS#HOG_GEQ_50KG,ALL,AGS,BULK_AGS,LIVESTOCK,HOGS,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG,HOG_GEQ_50KG
Peanut 1st Crop,1ST_PEANUT,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#NUTS#PEANUT#1ST_PEANUT,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,NUTS,PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT,1ST_PEANUT
Beef Offal Frozen,BOVINE_ANIMALS_OFFAL_FROZEN,false,,LIVESTOCKMEAT#MEAT_OFFAL_AND_PREP_MEATS#BOVINE_ANIMALS_BEEF_MEAT_AND_OFFAL#BOVINE_ANIMALS_OFFAL#BOVINE_ANIMALS_OFFAL_FROZEN,LIVESTOCKMEAT,MEAT_OFFAL_AND_PREP_MEATS,BOVINE_ANIMALS_BEEF_MEAT_AND_OFFAL,BOVINE_ANIMALS_OFFAL,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN,BOVINE_ANIMALS_OFFAL_FROZEN
Corn-based DDGS Imported,CRN_DDGS_IMPORTED,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#DGS#DDGS#corn_DDGS#CRN_DDGS_IMPORTED,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,DGS,DDGS,corn_DDGS,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED,CRN_DDGS_IMPORTED
Yogurt,YOGURT,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#MAC#YOGURT,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,MAC,YOGURT,YOGURT,YOGURT,YOGURT,YOGURT,YOGURT,YOGURT,YOGURT,YOGURT,YOGURT,YOGURT,YOGURT,YOGURT
Bellies (streaky) and cuts thereof,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,false,,LIVESTOCKMEAT#BOVINE_ANIMALS_BEEF_MEAT_MEAT_AND_EDIBLE#MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE#MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,LIVESTOCKMEAT,BOVINE_ANIMALS_BEEF_MEAT_MEAT_AND_EDIBLE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE,MEAT_AND_EDITABLE_OFFAL_MEAT_AND_SWINE_BELLIE
Green Yellow Corn,GREENCORNMAIZEGREENYELLOW,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#CRN_BYPCRN#CRN#GREENCORN#GREENCORNMAIZEGREENYELLOW,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,CRN_BYPCRN,CRN,GREENCORN,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW,GREENCORNMAIZEGREENYELLOW
No.3 CANADA,SOY3CAN,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#SBS_BYPSBS#SBS#SOY3CAN,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,SBS_BYPSBS,SBS,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN,SOY3CAN
cheddar mature,CHED_MATURE,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#CAC#CHEDDAR_AUS#CHED_MATURE,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,CAC,CHEDDAR_AUS,CHED_MATURE,CHED_MATURE,CHED_MATURE,CHED_MATURE,CHED_MATURE,CHED_MATURE,CHED_MATURE,CHED_MATURE,CHED_MATURE,CHED_MATURE,CHED_MATURE,CHED_MATURE
Cotton Grade B,CTNB,false,,ALL#BULK#CTN#CTNB,ALL,BULK,CTN,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB,CTNB
"Carnallite, Sylvite And Crude Potash Salts",FERT_CS,false,,ALL#AGS#FERT#K2O#KALMATS#FERT_CS,ALL,AGS,FERT,K2O,KALMATS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS,FERT_CS
White Winter Wheat,WWWH,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SWHTUSA#WWWH,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SWHTUSA,WWWH,WWWH,WWWH,WWWH,WWWH,WWWH,WWWH,WWWH
Corn and Wheat Mixed DDGS,CRN_WHEAT_DDGS,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#DGS#DDGS#CRN_GRAINS_DDGS#CRN_WHEAT_DDGS,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,DGS,DDGS,CRN_GRAINS_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS,CRN_WHEAT_DDGS
Kantan Flowers,KANTANFLOWERS,false,,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS,KANTANFLOWERS
DDGS and Soybean Meal Pellets,DDGS_SBMP,true,[],DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP,DDGS_SBMP
Sea Fish/Salted Anchovy,SEAFISHSALTEDANCHOVY,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#SEAFISHSALTEDANCHOVY,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY,SEAFISHSALTEDANCHOVY
Purebred Breeding Animals,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_LIVE_SWINE#LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING,LIVESTOCK_LIVE_SWINE_PUREBRED_BREEDING
CF: Lamb,CF_LAMB,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#CF_LAMB,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB,CF_LAMB
Squid (17-24 cm/fish),SQUID17,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#FFISH6#SQUID#SQUID17,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,FFISH6,SQUID,SQUID17,SQUID17,SQUID17,SQUID17,SQUID17,SQUID17,SQUID17,SQUID17,SQUID17,SQUID17,SQUID17
Milk for butter,MILK_FOR_BUTTER,false,,ALL_MILK#MILK_FOR_BUTTER,ALL_MILK,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER,MILK_FOR_BUTTER
Preparations of meat Sausages and similar products,SAUSAGES_AND_SIMILAR_PRODUCTS,false,,LIVESTOCKMEAT#MEAT_OFFAL_AND_PREP_MEATS#PREPARATIONS_OF_MEAT#SAUSAGES_AND_SIMILAR_PRODUCTS,LIVESTOCKMEAT,MEAT_OFFAL_AND_PREP_MEATS,PREPARATIONS_OF_MEAT,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS,SAUSAGES_AND_SIMILAR_PRODUCTS
skim-solids,SKIM_SOLIDS,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#SKIM_SOLIDS,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS,SKIM_SOLIDS
Other_Cattle,OTHER_CATTLE,false,,ALL#AGS#BULK_AGS#LIVESTOCK#OTHER_CATTLE,ALL,AGS,BULK_AGS,LIVESTOCK,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE,OTHER_CATTLE
Goat Milk,MILK_GOAT,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#MAC#MCNCS#MILK#MILK_GOAT,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,MAC,MCNCS,MILK,MILK_GOAT,MILK_GOAT,MILK_GOAT,MILK_GOAT,MILK_GOAT,MILK_GOAT,MILK_GOAT,MILK_GOAT,MILK_GOAT,MILK_GOAT,MILK_GOAT
White Club Wheat 10%,WHCB10,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SWHTUSA#SWW#WHCB#WHCB10,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SWHTUSA,SWW,WHCB,WHCB10,WHCB10,WHCB10,WHCB10,WHCB10,WHCB10
Urea Ammonium Nitrate,UAN,false,,ALL#AGS#FERT#NITROGEN#FERTNITRO#NITRATE#UAN,ALL,AGS,FERT,NITROGEN,FERTNITRO,NITRATE,UAN,UAN,UAN,UAN,UAN,UAN,UAN,UAN,UAN,UAN,UAN,UAN,UAN,UAN
Hulled Soybeans (non gmo),USBM_NON_GMO,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#SBS_BYPSBS#SBS#SOY_OTH#USBM#USBM_NON_GMO,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,SBS_BYPSBS,SBS,SOY_OTH,USBM,USBM_NON_GMO,USBM_NON_GMO,USBM_NON_GMO,USBM_NON_GMO,USBM_NON_GMO,USBM_NON_GMO,USBM_NON_GMO,USBM_NON_GMO,USBM_NON_GMO,USBM_NON_GMO,USBM_NON_GMO
Colored chicks,COLORCHICKS,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_LIVE_POULTRY#LIVESTOCK_LIVE_POULTRY_CHICKEN#CHICKS#COLORCHICKS,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_LIVE_POULTRY,LIVESTOCK_LIVE_POULTRY_CHICKEN,CHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS,COLORCHICKS
N-BUTANOL,N-BUTANOL,false,,ALL#AGS#LIQUID_AGS#ALCOH#N-BUTANOL,ALL,AGS,LIQUID_AGS,ALCOH,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL,N-BUTANOL
Barley Imported,BLY-IMP,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#BLY_BYPBLY#BLY#BLO#BLY-IMP,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,BLY_BYPBLY,BLY,BLO,BLY-IMP,BLY-IMP,BLY-IMP,BLY-IMP,BLY-IMP,BLY-IMP,BLY-IMP,BLY-IMP,BLY-IMP,BLY-IMP,BLY-IMP,BLY-IMP
Sustainable Marine Fuel (SMF),SMF,false,,ALL#FUELS#BIOF#SMF,ALL,FUELS,BIOF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF,SMF
"Eggs, Grade A lage",EGGS_A_LARGE,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#EGG#EGGS_A_LARGE,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,EGG,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE,EGGS_A_LARGE
Agricultural output,AGRI_PROD,false,,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD,AGRI_PROD
GRAINS,GRAINS,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS,GRAINS
Gluten Feed,GLUTENFEED,false,,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED,GLUTENFEED
Pompano,POMPANO,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#POMPANO,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,POMPANO,POMPANO,POMPANO,POMPANO,POMPANO,POMPANO,POMPANO,POMPANO,POMPANO,POMPANO,POMPANO,POMPANO,POMPANO
Sliced fish >0.5kg,SLICEDFISH,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#SLICEDFISH,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH,SLICEDFISH
Ethylene Dichloride,EDC,false,,ALL#CHEMS#EDC,ALL,CHEMS,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC,EDC
Domestic breed 3 way hybrid piglet (20-30 kg),Piglet_CHN_domestic_breed_3_way_hybrid_20,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_LIVE_SWINE#PIGL#Piglet_CHN_domestic_breed_3_way_hybrid#Piglet_CHN_domestic_breed_3_way_hybrid_20,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_LIVE_SWINE,PIGL,Piglet_CHN_domestic_breed_3_way_hybrid,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20,Piglet_CHN_domestic_breed_3_way_hybrid_20
Ethylbenzene,C6H5C2H5,false,,ALL#CHEMS#C6H5C2H5,ALL,CHEMS,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5,C6H5C2H5
Grated Coconut,GRATEDCOCO,false,,coco#GRATEDCOCO,coco,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO,GRATEDCOCO
Cotton Apparel Knitted24,CTAK24,false,,ALL#BULK#FIBER#CTA#CTAK#CTAK24,ALL,BULK,FIBER,CTA,CTAK,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24,CTAK24
cattle-feedlots,CATTLE_FEEDLOTS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#CATTLE_FEEDLOTS,ALL,AGS,BULK_AGS,LIVESTOCK,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS,CATTLE_FEEDLOTS
Anchovy,ANCHOVY,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#ANCHOVY,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY,ANCHOVY
