NAME,CODE,IS_GROUP,CHILDREN,HIERARCHY,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL13,LEVEL14,LEVEL15,LEVEL16,LEVEL17,LEVEL18,LEVEL19,LEVEL20
Meat pig and poultry fat,MPIAPO,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#MOTH#MPIAPO,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,MOTH,MPIAPO,MPIAPO,MPIAPO,MPIAPO,MPIAPO,MPIAPO,MPIAPO,MPIAPO,MPIAPO,MPIAPO,MPIAPO,MPIAPO,MPIAPO
raw-milk-indistrualized,RAW-MILK-INDISTRUALIZED,false,,ALL_MILK#RAW-MILK-INDISTRUALIZED,ALL_MILK,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED,RAW-MILK-INDISTRUALIZED
"High Blend Ren. Diesel. (e.g., HVO100)",REN_DIESEL_HB,false,,ALL#FUELS#BIOF#SUST_DIESEL#RENEWABLE_DIESEL#REN_DIESEL_HB,ALL,FUELS,BIOF,SUST_DIESEL,RENEWABLE_DIESEL,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB,REN_DIESEL_HB
"Pig – Eastern Seaboard (60.1–75 kg), average of buyers & sellers",PIG_AUS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#PIG#PIG_AUS,ALL,AGS,BULK_AGS,LIVESTOCK,PIG,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS,PIG_AUS
White Egg Layer Chicken,CHICKEN_LAYER_WHITE,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LCHK#CHICK#CHICKEN_LAYER_WHITE,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LCHK,CHICK,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE,CHICKEN_LAYER_WHITE
CPP,CPP_,false,,ALL#FUELS#CPP_,ALL,FUELS,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_,CPP_
4% Broken Rice,BRK_RICE_4,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#RICE_BYPRICE#RICE#RICE_BROKEN#BRK_RICE_4,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,RICE_BYPRICE,RICE,RICE_BROKEN,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4,BRK_RICE_4
Chicken Legs,CHICKENLEGS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LCHK#CHICK#CHICKENLEGS,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LCHK,CHICK,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS,CHICKENLEGS
Lean ox for Fattening,FATTEN_OX,false,,ALL#AGS#BULK_AGS#LIVESTOCK#FATTEN_OX,ALL,AGS,BULK_AGS,LIVESTOCK,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX,FATTEN_OX
Big Tuna (8Kg/fish),BIGTUNA,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#TUNNA#BIGTUNA,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,TUNNA,BIGTUNA,BIGTUNA,BIGTUNA,BIGTUNA,BIGTUNA,BIGTUNA,BIGTUNA,BIGTUNA,BIGTUNA,BIGTUNA,BIGTUNA,BIGTUNA
Sheep in integrated farm,SHEEP_INT,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LSHE#SHEEP_INT,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LSHE,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT,SHEEP_INT
Backyard Hogs for Slaughter,BACKYARDHOGSFORSLAUGHTER,false,,ALL#AGS#BULK_AGS#LIVESTOCK#HOGS#BACKYARDHOGSFORSLAUGHTER,ALL,AGS,BULK_AGS,LIVESTOCK,HOGS,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER,BACKYARDHOGSFORSLAUGHTER
Manure by-product,MANURE,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MANURE,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE,MANURE
Red onion rose,REDONIONROSE,false,,ALL#AGS#ONION#REDONION#REDONIONROSE,ALL,AGS,ONION,REDONION,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE,REDONIONROSE
Sunflower Seeds High Oleic,SFSHO,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#SFS_BYPSFS#SFS#SFSHO,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,SFS_BYPSFS,SFS,SFSHO,SFSHO,SFSHO,SFSHO,SFSHO,SFSHO,SFSHO,SFSHO,SFSHO,SFSHO,SFSHO,SFSHO,SFSHO
Conventional Gasoline Regular,CON_GAS_R,false,,ALL#FUELS#FOSS_FUEL#GASOLINE#CON_GAS_R,ALL,FUELS,FOSS_FUEL,GASOLINE,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R,CON_GAS_R
RFNBO + Electricity,RFNBO-ELEC,false,,ALL#FUELS#RFNBO-ELEC,ALL,FUELS,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC,RFNBO-ELEC
Ox for slaughter,OX-SLAUGHTER,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_BOVINE_ANIMALS#LIVESTOCK_BOVINE_ANIMALS_CATTLE#CATTLE-ADULT#OX#OX-SLAUGHTER,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_BOVINE_ANIMALS,LIVESTOCK_BOVINE_ANIMALS_CATTLE,CATTLE-ADULT,OX,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER,OX-SLAUGHTER
Live Swine,LIVESTOCK_LIVE_SWINE,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_LIVE_SWINE,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE,LIVESTOCK_LIVE_SWINE
DDG High Protein,CRN_DDGS_HP,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#CRN_BYPCRN#BYPCRN#C_DDGS#CRN_DDGS_HP,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,CRN_BYPCRN,BYPCRN,C_DDGS,CRN_DDGS_HP,CRN_DDGS_HP,CRN_DDGS_HP,CRN_DDGS_HP,CRN_DDGS_HP,CRN_DDGS_HP,CRN_DDGS_HP,CRN_DDGS_HP,CRN_DDGS_HP,CRN_DDGS_HP,CRN_DDGS_HP
Alfalfa - First Quality,ALFAPG,false,,ALL#AGS#BULK_AGS#PULSE_PROT_PROD_GRAINS#PULSE_PROT_PROD_CROPS_OTHERS#ALFALFA#ALFAPG,ALL,AGS,BULK_AGS,PULSE_PROT_PROD_GRAINS,PULSE_PROT_PROD_CROPS_OTHERS,ALFALFA,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG,ALFAPG
"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",FRUITS_BERR_NUTS_EXCL_STRAWB,false,,ALL#AGS#FRUIT#FRUITS_BERR_NUTS_EXCL_STRAWB,ALL,AGS,FRUIT,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB,FRUITS_BERR_NUTS_EXCL_STRAWB
Triticale by products,BYPTRI,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#TRI_BYPTRI#BYPTRI,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,TRI_BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI,BYPTRI
Catfish ( <1kg/fish ),CFISH,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#CFISH,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,CFISH,CFISH,CFISH,CFISH,CFISH,CFISH,CFISH,CFISH,CFISH,CFISH,CFISH,CFISH,CFISH
Chilled poultry meat,CHILL_POUL,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#MCHK#CHILL_POUL,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,MCHK,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL,CHILL_POUL
Rapeseed Oil Grade I,CHN_RSO_GI,false,,ALL#AGS#LIQUID_AGS#VEGOILS#RSO#CHN_RSO_GI,ALL,AGS,LIQUID_AGS,VEGOILS,RSO,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI,CHN_RSO_GI
Dextrose Anhydrous,dextrose_anhydrous,false,,ALL#AGS#BULK_AGS#SUG_BYPSUG#SUG#LIQUIDSUG#DEXTRO#dextrose_anhydrous,ALL,AGS,BULK_AGS,SUG_BYPSUG,SUG,LIQUIDSUG,DEXTRO,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous,dextrose_anhydrous
Meat offal,MOFFAL,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#MOTH#MOFFAL,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,MOTH,MOFFAL,MOFFAL,MOFFAL,MOFFAL,MOFFAL,MOFFAL,MOFFAL,MOFFAL,MOFFAL,MOFFAL,MOFFAL,MOFFAL,MOFFAL
White Beans,WHITEBEANS,false,,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS,WHITEBEANS
Pangasius meat (0.8 kg/head),PM08,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#P_M#PM08,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,P_M,PM08,PM08,PM08,PM08,PM08,PM08,PM08,PM08,PM08,PM08,PM08,PM08,PM08
Peanut Oil,PNO,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#NUTS#PEANUT#PNO,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,NUTS,PEANUT,PNO,PNO,PNO,PNO,PNO,PNO,PNO,PNO,PNO,PNO,PNO,PNO,PNO
Yellow Corn 1,YCRN_1,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#CRN_BYPCRN#CRN#YCRN#YCRN_1,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,CRN_BYPCRN,CRN,YCRN,YCRN_1,YCRN_1,YCRN_1,YCRN_1,YCRN_1,YCRN_1,YCRN_1,YCRN_1,YCRN_1,YCRN_1,YCRN_1
feeder_calves_under_500lbs,FCU5LBS,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_BOVINE_ANIMALS#LIVESTOCK_BOVINE_ANIMALS_CATTLE#CLV#FCU5LBS,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_BOVINE_ANIMALS,LIVESTOCK_BOVINE_ANIMALS_CATTLE,CLV,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS,FCU5LBS
Wheat Germ,E_WHT,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#E_WHT,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT,E_WHT
Corn and Sorghum,CRNSRG,true,"[
  ""CRN"",
  ""SRG""
]",CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG,CRNSRG
Cotton Apparel Knitted1,CTAK1,false,,ALL#BULK#FIBER#CTA#CTAK#CTAK1,ALL,BULK,FIBER,CTA,CTAK,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1,CTAK1
"Select 1-3, 600 - 900 lbs Beef",SELECT-600-900-LB-BEEF,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#BEEF#SELECT-600-900-LB-BEEF,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF,SELECT-600-900-LB-BEEF
Red Tilapia,RED_TILAPIA,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#TILAPIA#RED_TILAPIA,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA,RED_TILAPIA
Integrated Circuits,INTC,false,,ELECTRICITY#INTC,ELECTRICITY,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC,INTC
Crude Corn Oil,CCRO,false,,ALL#AGS#LIQUID_AGS#VEGOILS#CRO#CCRO,ALL,AGS,LIQUID_AGS,VEGOILS,CRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO,CCRO
Bio-aviation Fuel,BAF,false,,ALL#FUELS#BIOF#SAF#BAF,ALL,FUELS,BIOF,SAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF,BAF
"Calves, up to 8 months, female",CALVES-0-8F,false,,ALL#AGS#BULK_AGS#LIVESTOCK#Cattle_LV#CALVES-0-8F,ALL,AGS,BULK_AGS,LIVESTOCK,Cattle_LV,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F,CALVES-0-8F
Banana,BANANA,false,,ALL#AGS#BANANA,ALL,AGS,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA,BANANA
Cotton Yarn1,YRN1,false,,ALL#BULK#FIBER#YRN#YRN1,ALL,BULK,FIBER,YRN,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1,YRN1
"CATTLE, 800 TO 899 LBS",CAT_800_899,false,,ALL#AGS#BULK_AGS#LIVESTOCK#Cattle_FDR#CAT_800_899,ALL,AGS,BULK_AGS,LIVESTOCK,Cattle_FDR,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899,CAT_800_899
66% ,BRK_RICE66,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#RICE_BYPRICE#RICE#RICE_BROKEN#BRK_RICE66,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,RICE_BYPRICE,RICE,RICE_BROKEN,BRK_RICE66,BRK_RICE66,BRK_RICE66,BRK_RICE66,BRK_RICE66,BRK_RICE66,BRK_RICE66,BRK_RICE66,BRK_RICE66,BRK_RICE66,BRK_RICE66,BRK_RICE66
Non-processed goat cheese,CHEESE-GOAT,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#CAC#CHEESE#CHEESE-GOAT,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,CAC,CHEESE,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT,CHEESE-GOAT
beet_pulp_pellets,BEET_PULP_PELLET,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#STRAIGHT_FEED#BEET_PULP_PELLET,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,STRAIGHT_FEED,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET,BEET_PULP_PELLET
"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",UNSN_PASTA,false,,ALL#AGS#FOOD_PRO#FPPASTA#UNSN_PASTA,ALL,AGS,FOOD_PRO,FPPASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA,UNSN_PASTA
Sea bream (5-8 fish/kg),SEABREAM5,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#SEABREAM5,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5,SEABREAM5
Ethanol T2 FOB RDAM INCL DUTY,ETOH_T2,false,,ALL#AGS#LIQUID_AGS#ETOH#ETOH_T2,ALL,AGS,LIQUID_AGS,ETOH,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2,ETOH_T2
Lithium,LITHIUM,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#MINERALS#LITHIUM,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,MINERALS,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM,LITHIUM
Excelsa Coffee (dry beans),EXCELSACOFFEE,false,,ALL#BULK#KOF#EXCELSACOFFEE,ALL,BULK,KOF,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE,EXCELSACOFFEE
Pure beef,PUREBEEF,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#BEEF#PUREBEEF,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,BEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF,PUREBEEF
Hard Drink Coffee,HD_KOF,false,,ALL#BULK#KOF#HD_KOF,ALL,BULK,KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF,HD_KOF
Soybean meal 45% CP,SBM_45,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#BYPOILSEEDS#MEALS#SBM#SBM_45,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,BYPOILSEEDS,MEALS,SBM,SBM_45,SBM_45,SBM_45,SBM_45,SBM_45,SBM_45,SBM_45,SBM_45,SBM_45,SBM_45,SBM_45,SBM_45,SBM_45
