Product,Location,Item,Cut-off Date,Value,Value Period,Value Period multiplier,Value Period Aggregation Type,Crop Year,Value Unit,Value Unit multiplier
Soft wheat,NORTH BELT,area_harvested,2001-11-01,894,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,NORTH BELT,area_harvested,2001-01-01,3139,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,Argentina,area_harvested,2001-01-01,10852.5,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_harvested,2001-01-01,142,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2001-01-01,83.5,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_harvested,2001-01-01,137,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_harvested,2001-01-01,146,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,SOUTH BELT,area_harvested,2001-01-01,2037,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,Argentina,area_harvested,2001-02-01,3172,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2000-11-01,739.5,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2001-02-01,181,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2001-02-01,243,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2001-02-01,105.5,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2001-02-01,114,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,SOUTH BELT,area_harvested,2001-02-01,509,YEAR,1,SUM,2000/2001,Hectare,1000
Corn,NORTH BELT,area_harvested,2001-02-01,382,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,Argentina,area_harvested,2000-11-01,6405.2,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2000-11-01,1580,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2000-11-01,1276,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2000-11-01,204.8,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2000-11-01,298.9,YEAR,1,SUM,2000/2001,Hectare,1000
Soft wheat,NORTH BELT,area_harvested,2000-11-01,821,YEAR,1,SUM,2000/2001,Hectare,1000
Soybean,Argentina,area_planted,2026-01-01,17600,YEAR,1,SUM,2025/2026,Hectare,1000
Corn,CENTRAL ENTRE RIOS,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,NORTH BELT,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,CENTRAL NORTH SANTA FE,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,SOUTH CORDOBA,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,CENTRAL NORTH CORDOBA,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,CHACO SANTIAGO,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,Argentina,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,Argentina_Others,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,Cuenca del Salado,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,SAN LUIS ARG,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,SOUTH EAST BUENOS AIRES,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,CENTRAL BUENOS AIRES,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,CENTRAL ENTRE RIOS,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,SOUTH BELT,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,NORTH BELT,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,CENTRAL NORTH SANTA FE,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,SOUTH CORDOBA,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,CENTRAL NORTH CORDOBA,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,CHACO SANTIAGO,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,SALTA TUCUMAN,crop-production,2025-11-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,SOUTH BELT,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,SALTA TUCUMAN,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,CENTRAL NORTH SANTA FE,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,Argentina_Others,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,Cuenca del Salado,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,SAN LUIS ARG,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,CENTRAL BUENOS AIRES,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,CENTRAL BUENOS AIRES,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,CENTRAL ENTRE RIOS,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,SOUTH BELT,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,NORTH BELT,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,SOUTH EAST BUENOS AIRES,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,SOUTH CORDOBA,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,Argentina_Others,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,CENTRAL NORTH CORDOBA,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,SAN LUIS ARG,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,Cuenca del Salado,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,SOUTH EAST BUENOS AIRES,crop-production,2026-02-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Corn,Argentina,area_planted,2026-02-01,7800,YEAR,1,SUM,2025/2026,Hectare,1000
Soybean,SALTA TUCUMAN,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soybean,CHACO SANTIAGO,crop-production,2026-01-01,0,YEAR,1,SUM,2025/2026,Metric Ton,1000
Soft wheat,CHACO SANTIAGO,crop-production,2024-11-01,483.657,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,SALTA TUCUMAN,crop-production,2024-11-01,239.981,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,SOUTH CORDOBA,crop-production,2025-02-01,7758.447,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,NORTH BELT,crop-production,2025-02-01,6278.42,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,SOUTH BELT,crop-production,2025-02-01,5011.083,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,CENTRAL ENTRE RIOS,crop-production,2025-02-01,1798.042,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2025-02-01,7383.693,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,CENTRAL BUENOS AIRES,crop-production,2025-02-01,2373.774,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2025-02-01,1826.618,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,SOUTH EAST BUENOS AIRES,crop-production,2025-02-01,3042.133,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,SAN LUIS ARG,crop-production,2025-02-01,1999.902,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,Cuenca del Salado,crop-production,2025-02-01,681.43,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,Argentina,area_harvested,2026-01-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Soybean,SALTA TUCUMAN,crop-production,2025-01-01,2725.1,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,CHACO SANTIAGO,crop-production,2025-01-01,1801.804,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,CENTRAL NORTH CORDOBA,crop-production,2025-01-01,6400.923,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,SOUTH CORDOBA,crop-production,2025-01-01,5372.54,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,CENTRAL NORTH SANTA FE,crop-production,2025-01-01,2694.99,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,NORTH BELT,crop-production,2025-01-01,8608.772,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,SOUTH BELT,crop-production,2025-01-01,8389.055,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,CENTRAL ENTRE RIOS,crop-production,2025-01-01,2624.949,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2025-01-01,5752.05,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,CENTRAL BUENOS AIRES,crop-production,2025-01-01,1836.87,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2025-01-01,653.556,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,SOUTH EAST BUENOS AIRES,crop-production,2025-01-01,2317.358,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,SAN LUIS ARG,crop-production,2025-01-01,546.238,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,Cuenca del Salado,crop-production,2025-01-01,428.549,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soybean,Argentina_Others,crop-production,2025-01-01,147.248,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,Argentina,area_harvested,2026-02-01,0,YEAR,1,SUM,2025/2026,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,crop-production,2025-02-01,1001.556,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,Argentina_Others,crop-production,2025-02-01,108.848,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,CENTRAL NORTH CORDOBA,crop-production,2025-02-01,6537.154,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,SOUTH CORDOBA,crop-production,2024-11-01,518.081,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,CHACO SANTIAGO,crop-production,2025-02-01,1600.424,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,CENTRAL NORTH CORDOBA,crop-production,2024-11-01,933.981,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,CENTRAL NORTH SANTA FE,crop-production,2024-11-01,900.898,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,SOUTH EAST BUENOS AIRES,crop-production,2024-11-01,3168.456,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,NORTH BELT,crop-production,2024-11-01,2090.925,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,SALTA TUCUMAN,crop-production,2025-02-01,1598.477,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,Argentina_Others,crop-production,2024-11-01,62.451,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,Cuenca del Salado,crop-production,2024-11-01,506.532,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,SAN LUIS ARG,crop-production,2024-11-01,21.012,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,Argentina,crop-production,2024-11-01,18600,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2024-11-01,2072.979,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,CENTRAL BUENOS AIRES,crop-production,2024-11-01,1327.057,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2024-11-01,1650.482,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,CENTRAL ENTRE RIOS,crop-production,2024-11-01,1652.385,YEAR,1,SUM,2024/2025,Metric Ton,1000
Soft wheat,SOUTH BELT,crop-production,2024-11-01,2971.124,YEAR,1,SUM,2024/2025,Metric Ton,1000
Corn,CHACO SANTIAGO,crop-production,2024-02-01,1870.586,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,SOUTH CORDOBA,crop-production,2024-02-01,9368.913,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,CENTRAL NORTH SANTA FE,crop-production,2024-02-01,819.913,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,NORTH BELT,crop-production,2024-02-01,6821.93,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,SOUTH BELT,crop-production,2024-02-01,6331.528,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,CENTRAL ENTRE RIOS,crop-production,2024-02-01,1980.496,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,CENTRAL BUENOS AIRES,crop-production,2024-02-01,2166.03,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2024-02-01,1656.966,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,SOUTH EAST BUENOS AIRES,crop-production,2024-02-01,2924.577,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,SAN LUIS ARG,crop-production,2024-02-01,1765.968,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,Cuenca del Salado,crop-production,2024-02-01,622.008,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,Argentina_Others,crop-production,2024-02-01,101.08,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,Argentina,crop-production,2024-02-01,51600,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,SALTA TUCUMAN,crop-production,2024-01-01,2829.06,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,CHACO SANTIAGO,crop-production,2024-01-01,2771.958,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,CENTRAL NORTH CORDOBA,crop-production,2024-02-01,5549.08,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,SALTA TUCUMAN,crop-production,2024-02-01,1806.155,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,SOUTH CORDOBA,crop-production,2024-01-01,5292.375,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,Argentina,crop-production,2023-11-01,15100,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,SALTA TUCUMAN,crop-production,2023-11-01,240.192,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,CHACO SANTIAGO,crop-production,2023-11-01,341.104,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,CENTRAL NORTH CORDOBA,crop-production,2023-11-01,495.549,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,SOUTH CORDOBA,crop-production,2023-11-01,322.263,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,CENTRAL NORTH SANTA FE,crop-production,2023-11-01,688.47,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,NORTH BELT,crop-production,2023-11-01,1726.333,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,SOUTH BELT,crop-production,2023-11-01,2090.985,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,CENTRAL ENTRE RIOS,crop-production,2023-11-01,1673.058,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2023-11-01,705.879,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,CENTRAL BUENOS AIRES,crop-production,2023-11-01,1315.758,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2023-11-01,1329.82,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,SOUTH EAST BUENOS AIRES,crop-production,2023-11-01,3872.905,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,SAN LUIS ARG,crop-production,2023-11-01,11.828,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,Cuenca del Salado,crop-production,2023-11-01,235.389,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soft wheat,Argentina_Others,crop-production,2023-11-01,50.468,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,CENTRAL NORTH CORDOBA,crop-production,2024-01-01,4439.376,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2024-02-01,7814.769,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,CENTRAL NORTH SANTA FE,crop-production,2024-01-01,3038.873,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,NORTH BELT,crop-production,2024-01-01,8727.229,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,SAN LUIS ARG,crop-production,2024-01-01,465.981,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,SOUTH BELT,crop-production,2024-01-01,8736.858,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,CENTRAL ENTRE RIOS,crop-production,2024-01-01,2771.001,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,CENTRAL BUENOS AIRES,crop-production,2024-01-01,2120.737,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2024-01-01,805.443,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,SOUTH EAST BUENOS AIRES,crop-production,2024-01-01,2029.171,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2024-01-01,5594.219,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,Cuenca del Salado,crop-production,2024-01-01,434.822,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,Argentina,crop-production,2024-01-01,50200,YEAR,1,SUM,2023/2024,Metric Ton,1000
Soybean,Argentina_Others,crop-production,2024-01-01,142.896,YEAR,1,SUM,2023/2024,Metric Ton,1000
Corn,SAN LUIS ARG,crop-production,2023-02-01,1152.637,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,SOUTH CORDOBA,crop-production,2023-01-01,2497.503,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,CENTRAL NORTH CORDOBA,crop-production,2023-02-01,5463.763,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,SOUTH CORDOBA,crop-production,2023-02-01,5513.035,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,CENTRAL NORTH SANTA FE,crop-production,2023-02-01,804.75,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,NORTH BELT,crop-production,2023-02-01,2728.084,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,SOUTH BELT,crop-production,2023-02-01,2625.102,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,CENTRAL ENTRE RIOS,crop-production,2023-02-01,964.715,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,CENTRAL BUENOS AIRES,crop-production,2023-02-01,1933.882,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2023-02-01,861.279,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,SOUTH EAST BUENOS AIRES,crop-production,2023-02-01,2011.668,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,Cuenca del Salado,crop-production,2023-02-01,476.756,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,Argentina_Others,crop-production,2023-02-01,138.808,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,Argentina,crop-production,2023-02-01,37000,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,SALTA TUCUMAN,crop-production,2023-01-01,2041.502,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,CHACO SANTIAGO,crop-production,2023-01-01,3216.526,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,CHACO SANTIAGO,crop-production,2023-02-01,4385.356,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,SALTA TUCUMAN,crop-production,2023-02-01,2530.097,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,Argentina,crop-production,2022-11-01,12200,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,SOUTH BELT,crop-production,2022-11-01,854.1,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,SALTA TUCUMAN,crop-production,2022-11-01,99.16,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,CHACO SANTIAGO,crop-production,2022-11-01,269.7,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,CENTRAL NORTH CORDOBA,crop-production,2022-11-01,381.766,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,SOUTH CORDOBA,crop-production,2022-11-01,321.03,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,CENTRAL NORTH SANTA FE,crop-production,2022-11-01,976.379,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,NORTH BELT,crop-production,2022-11-01,1249.416,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,CENTRAL ENTRE RIOS,crop-production,2022-11-01,1411.788,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,Argentina_Others,crop-production,2022-11-01,60.113,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2022-11-01,1465.785,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,CENTRAL BUENOS AIRES,crop-production,2022-11-01,1203.881,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2022-11-01,1793.873,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,SOUTH EAST BUENOS AIRES,crop-production,2022-11-01,1999.343,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,SAN LUIS ARG,crop-production,2022-11-01,17.19,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soft wheat,Cuenca del Salado,crop-production,2022-11-01,96.476,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,CENTRAL NORTH CORDOBA,crop-production,2023-01-01,1975.745,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2023-02-01,5410.069,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,CENTRAL NORTH SANTA FE,crop-production,2023-01-01,1055.939,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,NORTH BELT,crop-production,2023-01-01,2625.184,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,SAN LUIS ARG,crop-production,2023-01-01,291.781,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,SOUTH BELT,crop-production,2023-01-01,2575.296,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,CENTRAL ENTRE RIOS,crop-production,2023-01-01,736.263,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,CENTRAL BUENOS AIRES,crop-production,2023-01-01,1050.685,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2023-01-01,643.7,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,SOUTH EAST BUENOS AIRES,crop-production,2023-01-01,1167.714,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,crop-production,2023-01-01,2823.939,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,Cuenca del Salado,crop-production,2023-01-01,190.365,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,Argentina,crop-production,2023-01-01,23000,YEAR,1,SUM,2022/2023,Metric Ton,1000
Soybean,Argentina_Others,crop-production,2023-01-01,107.859,YEAR,1,SUM,2022/2023,Metric Ton,1000
Corn,SAN LUIS ARG,crop-production,2022-02-01,2213.658,YEAR,1,SUM,2021/2022,Metric Ton,1000
Soft wheat,Cuenca del Salado,crop-production,2021-11-01,210,YEAR,1,SUM,2021/2022,Metric Ton,1000
Corn,Argentina_Others,crop-production,2022-02-01,162.12,YEAR,1,SUM,2021/2022,Metric Ton,1000
Corn,Cuenca del Salado,crop-production,2022-02-01,1040.13,YEAR,1,SUM,2021/2022,Metric Ton,1000
Corn,SOUTH EAST BUENOS AIRES,crop-production,2022-02-01,1951.541,YEAR,1,SUM,2021/2022,Metric Ton,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,crop-production,2022-02-01,1119.271,YEAR,1,SUM,2021/2022,Metric Ton,1000
Corn,CENTRAL BUENOS AIRES,crop-production,2022-02-01,2800.816,YEAR,1,SUM,2021/2022,Metric Ton,1000
Corn,CENTRAL ENTRE RIOS,crop-production,2022-02-01,1910.264,YEAR,1,SUM,2021/2022,Metric Ton,1000
Corn,SOUTH BELT,crop-production,2022-02-01,3962.884,YEAR,1,SUM,2021/2022,Metric Ton,1000
Corn,NORTH BELT,crop-production,2022-02-01,5213.553,YEAR,1,SUM,2021/2022,Metric Ton,1000
