Product,Location,Item,Cut-off Date,Value,Value Period,Value Period multiplier,Value Period Aggregation Type,Crop Year,Value Unit,Value Unit multiplier
Soybean,SALTA TUCUMAN,area_harvested,2010-01-01,1140,YEAR,1,SUM,2009/2010,Hectare,1000
Corn,Argentina,area_harvested,2010-02-01,3139.5,YEAR,1,SUM,2009/2010,Hectare,1000
Corn,Argentina_Others,area_harvested,2010-02-01,23.1,YEAR,1,SUM,2009/2010,Hectare,1000
Corn,Cuenca del Salado,area_harvested,2010-02-01,44.3,YEAR,1,SUM,2009/2010,Hectare,1000
Corn,SAN LUIS ARG,area_harvested,2010-02-01,89.5,YEAR,1,SUM,2009/2010,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2010-02-01,55.9,YEAR,1,SUM,2009/2010,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2010-02-01,77.8,YEAR,1,SUM,2009/2010,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2010-02-01,78,YEAR,1,SUM,2009/2010,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_harvested,2009-11-01,230,YEAR,1,SUM,2009/2010,Hectare,1000
Soybean,Argentina,area_harvested,2010-01-01,18150,YEAR,1,SUM,2009/2010,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2008-11-01,344,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_harvested,2008-11-01,315,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,CHACO SANTIAGO,area_harvested,2008-11-01,15,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,CENTRAL NORTH CORDOBA,area_harvested,2008-11-01,271,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,SOUTH CORDOBA,area_harvested,2008-11-01,165,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,CENTRAL NORTH SANTA FE,area_harvested,2008-11-01,105,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,NORTH BELT,area_harvested,2008-11-01,390,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,Argentina_Others,area_harvested,2009-02-01,34,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_harvested,2008-11-01,343,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,SOUTH CORDOBA,area_harvested,2009-02-01,522,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,SAN LUIS ARG,area_harvested,2009-02-01,57,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2009-02-01,62,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2009-02-01,102,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2009-02-01,102,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,area_harvested,2009-02-01,444,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2009-02-01,92,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,SOUTH BELT,area_harvested,2009-02-01,407,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,NORTH BELT,area_harvested,2009-02-01,460,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_harvested,2009-02-01,122.5,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_harvested,2009-02-01,498,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2008-11-01,181,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,CHACO SANTIAGO,area_harvested,2009-02-01,166,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,SALTA TUCUMAN,area_harvested,2009-02-01,122,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,Argentina,area_harvested,2008-11-01,4340,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,Argentina_Others,area_harvested,2008-11-01,14,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,Argentina,area_harvested,2009-02-01,3265,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,Cuenca del Salado,area_harvested,2008-11-01,83,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,SAN LUIS ARG,area_harvested,2008-11-01,14,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2008-11-01,1143,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2008-11-01,790,YEAR,1,SUM,2008/2009,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2008-11-01,167,YEAR,1,SUM,2008/2009,Hectare,1000
Corn,Cuenca del Salado,area_harvested,2009-02-01,74.5,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,Argentina,area_harvested,2009-01-01,16660,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SALTA TUCUMAN,area_harvested,2009-01-01,1182,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CENTRAL NORTH CORDOBA,area_harvested,2009-01-01,2334.78,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH CORDOBA,area_harvested,2009-01-01,1235,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CENTRAL NORTH SANTA FE,area_harvested,2009-01-01,881.1,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,NORTH BELT,area_harvested,2009-01-01,3507.4,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH BELT,area_harvested,2009-01-01,2522,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_harvested,2009-01-01,939.84,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,area_harvested,2009-01-01,1205.2,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_harvested,2009-01-01,445.5,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2009-01-01,224.28,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_harvested,2009-01-01,476,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SAN LUIS ARG,area_harvested,2009-01-01,124.45,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,Cuenca del Salado,area_harvested,2009-01-01,115.4,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,Argentina_Others,area_harvested,2009-01-01,23.65,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,CHACO SANTIAGO,area_harvested,2009-01-01,1443.4,YEAR,1,SUM,2008/2009,Hectare,1000
Soybean,SOUTH BELT,area_harvested,2008-01-01,2506,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,Argentina,area_harvested,2007-11-01,5306.85,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2008-02-01,135.5,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,area_harvested,2008-02-01,548,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2008-02-01,135.5,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SOUTH BELT,area_harvested,2008-02-01,470.5,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,NORTH BELT,area_harvested,2008-02-01,527,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_harvested,2008-02-01,188,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SOUTH CORDOBA,area_harvested,2008-02-01,480.5,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_harvested,2008-02-01,398.5,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CHACO SANTIAGO,area_harvested,2008-02-01,306,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SALTA TUCUMAN,area_harvested,2008-02-01,198,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2007-11-01,1308.4,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2007-11-01,924.85,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2007-11-01,198.5,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2007-11-01,183.6,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2007-11-01,408,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,NORTH BELT,area_harvested,2007-11-01,663.2,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CENTRAL NORTH SANTA FE,area_harvested,2007-11-01,242.5,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SOUTH CORDOBA,area_harvested,2007-11-01,192.5,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CENTRAL NORTH CORDOBA,area_harvested,2007-11-01,495.5,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,CHACO SANTIAGO,area_harvested,2007-11-01,71,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_harvested,2007-11-01,337,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2008-02-01,142,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2008-02-01,56,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,SAN LUIS ARG,area_harvested,2008-02-01,147.5,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,Argentina,area_harvested,2008-02-01,3733,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,Argentina,area_harvested,2008-01-01,16320,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_harvested,2008-01-01,420,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2008-01-01,233,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_harvested,2008-01-01,435.5,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,area_harvested,2008-01-01,1192.5,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_harvested,2008-01-01,1120,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,NORTH BELT,area_harvested,2008-01-01,3325,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CENTRAL NORTH SANTA FE,area_harvested,2008-01-01,959,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,SOUTH CORDOBA,area_harvested,2008-01-01,1322,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CENTRAL NORTH CORDOBA,area_harvested,2008-01-01,2075,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,CHACO SANTIAGO,area_harvested,2008-01-01,1390,YEAR,1,SUM,2007/2008,Hectare,1000
Soybean,SALTA TUCUMAN,area_harvested,2008-01-01,1072,YEAR,1,SUM,2007/2008,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_harvested,2007-11-01,257,YEAR,1,SUM,2007/2008,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_harvested,2007-02-01,168,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_harvested,2007-01-01,418,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,Argentina,area_harvested,2007-01-01,15920,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2007-02-01,60,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,NORTH BELT,area_harvested,2007-01-01,3340,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,SOUTH BELT,area_harvested,2007-01-01,2465,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_harvested,2007-01-01,1095,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2007-01-01,244,YEAR,1,SUM,2006/2007,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_harvested,2007-01-01,425,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2007-02-01,120,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2007-02-01,135,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,Argentina,area_harvested,2007-02-01,3385,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,area_harvested,2007-02-01,522,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SALTA TUCUMAN,area_harvested,2007-02-01,190,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,NORTH BELT,area_harvested,2006-11-01,644.5,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2006-11-01,398,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2006-11-01,209,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2006-11-01,209.4,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2006-11-01,926,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2007-02-01,120,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,Argentina,area_harvested,2006-11-01,5241.8,YEAR,1,SUM,2006/2007,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2006-11-01,1407.9,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,CHACO SANTIAGO,area_harvested,2007-02-01,300,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_harvested,2007-02-01,393,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH CORDOBA,area_harvested,2007-02-01,422,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,NORTH BELT,area_harvested,2007-02-01,455,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH BELT,area_harvested,2007-02-01,400,YEAR,1,SUM,2006/2007,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2006-02-01,55.5,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,Argentina,area_harvested,2005-11-01,5083.5,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2006-02-01,107.6,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2006-02-01,79.1,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2006-02-01,108.3,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,SOUTH BELT,area_harvested,2006-02-01,365.5,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,NORTH BELT,area_harvested,2006-02-01,385,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,SOUTH BELT,area_harvested,2006-01-01,2420,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2005-11-01,1431,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2005-11-01,1080,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2005-11-01,199,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2005-11-01,149.5,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2005-11-01,359,YEAR,1,SUM,2005/2006,Hectare,1000
Soft wheat,NORTH BELT,area_harvested,2005-11-01,572,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_harvested,2006-01-01,1055,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,Argentina,area_harvested,2006-02-01,2891,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_harvested,2006-01-01,389.5,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2006-01-01,190,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,Argentina,area_harvested,2006-01-01,15430,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,NORTH BELT,area_harvested,2006-01-01,3246,YEAR,1,SUM,2005/2006,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_harvested,2006-01-01,400,YEAR,1,SUM,2005/2006,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2005-02-01,76,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,NORTH BELT,area_harvested,2004-11-01,638,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2004-11-01,380,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2004-11-01,225,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2004-11-01,220,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2004-11-01,1363,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2004-11-01,1580,YEAR,1,SUM,2004/2005,Hectare,1000
Soft wheat,Argentina,area_harvested,2004-11-01,5947,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,SOUTH BELT,area_harvested,2005-02-01,422,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2005-02-01,110,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,NORTH BELT,area_harvested,2005-02-01,579.4,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2005-02-01,250,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_harvested,2005-01-01,250,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2005-02-01,208,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_harvested,2005-01-01,310,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2005-01-01,190,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,Argentina,area_harvested,2005-01-01,14335,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_harvested,2005-01-01,1000,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,SOUTH BELT,area_harvested,2005-01-01,2550,YEAR,1,SUM,2004/2005,Hectare,1000
Soybean,NORTH BELT,area_harvested,2005-01-01,3025,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,Argentina,area_harvested,2005-02-01,3383,YEAR,1,SUM,2004/2005,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2004-02-01,67.5,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,NORTH BELT,area_harvested,2003-11-01,592,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2003-11-01,385.5,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2003-11-01,203,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2003-11-01,181.8,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2003-11-01,1265,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2003-11-01,1560,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,SOUTH BELT,area_harvested,2004-02-01,355.8,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2004-02-01,83.5,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,NORTH BELT,area_harvested,2004-02-01,354,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,Argentina,area_harvested,2004-01-01,14364,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_harvested,2004-01-01,435,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2004-01-01,218,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_harvested,2004-01-01,249.6,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_harvested,2004-01-01,877.7,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,SOUTH BELT,area_harvested,2004-01-01,2499,YEAR,1,SUM,2003/2004,Hectare,1000
Soybean,NORTH BELT,area_harvested,2004-01-01,3095.2,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,Argentina,area_harvested,2004-02-01,2754,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2004-02-01,187,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2004-02-01,237.2,YEAR,1,SUM,2003/2004,Hectare,1000
Soft wheat,Argentina,area_harvested,2003-11-01,5475.3,YEAR,1,SUM,2003/2004,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2003-02-01,81,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,SOUTH BELT,area_harvested,2003-02-01,338.2,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,Argentina,area_harvested,2003-01-01,12690,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_harvested,2003-01-01,189,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2003-01-01,95,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_harvested,2003-01-01,179.3,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_harvested,2003-01-01,776.7,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,SOUTH BELT,area_harvested,2003-01-01,2440,YEAR,1,SUM,2002/2003,Hectare,1000
Soybean,NORTH BELT,area_harvested,2003-01-01,2910,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,Argentina,area_harvested,2003-02-01,2855,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2003-02-01,215,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2003-02-01,219,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2003-02-01,63.2,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,NORTH BELT,area_harvested,2002-11-01,630,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2002-11-01,450,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2002-11-01,226,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2002-11-01,177,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2002-11-01,1395,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,Argentina,area_harvested,2002-11-01,5800,YEAR,1,SUM,2002/2003,Hectare,1000
Corn,NORTH BELT,area_harvested,2003-02-01,336.5,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2002-11-01,1345,YEAR,1,SUM,2002/2003,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_harvested,2001-11-01,170,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,Argentina,area_harvested,2002-02-01,2660,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,Argentina,area_harvested,2002-01-01,11520,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_harvested,2002-01-01,153,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2002-01-01,58,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_harvested,2002-01-01,157,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_harvested,2002-01-01,221,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,SOUTH BELT,area_harvested,2002-01-01,2182,YEAR,1,SUM,2001/2002,Hectare,1000
Soybean,NORTH BELT,area_harvested,2002-01-01,3129,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_harvested,2002-02-01,219,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2002-02-01,210,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_harvested,2002-02-01,60.5,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_harvested,2002-02-01,83,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,SOUTH BELT,area_harvested,2002-02-01,335,YEAR,1,SUM,2001/2002,Hectare,1000
Corn,NORTH BELT,area_harvested,2002-02-01,330,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,Argentina,area_harvested,2001-11-01,6700,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_harvested,2001-11-01,1473,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_harvested,2001-11-01,1400,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_harvested,2001-11-01,375,YEAR,1,SUM,2001/2002,Hectare,1000
Soft wheat,SOUTH BELT,area_harvested,2001-11-01,665,YEAR,1,SUM,2001/2002,Hectare,1000
